timestamp,switch,dpid,in_port,src_mac,dst_mac,src_ip,dst_ip,protocole,src_port,dst_port,taille_paquet,label,
2026-05-25 23:25:47,Routeur_TAYGA,8796747895161,2,08:00:27:a1:fb:cd,33:33:00:00:00:fb,2001:4278:19:e9cd::30,ff02::fb,UDP,5353,5353,107,0,
2026-05-25 23:25:47,OVS-3_Switch,174256918948943,4,08:00:27:a1:fb:cd,33:33:00:00:00:fb,2001:4278:19:e9cd::30,ff02::fb,UDP,5353,5353,107,0,
2026-05-25 23:26:31,OVS-1_Core,257354300580419,1,08:00:27:d3:7e:50,33:33:00:00:00:fb,2001:4278:19:e9cd::10,ff02::fb,UDP,5353,5353,107,0,
2026-05-25 23:26:31,Routeur_TAYGA,8796747895161,2,08:00:27:d3:7e:50,33:33:00:00:00:fb,2001:4278:19:e9cd::10,ff02::fb,UDP,5353,5353,107,0,
2026-05-25 23:26:31,OVS-3_Switch,174256918948943,4,08:00:27:d3:7e:50,33:33:00:00:00:fb,2001:4278:19:e9cd::10,ff02::fb,UDP,5353,5353,107,0,
2026-05-25 23:26:31,OVS-2_Switch,218158957599049,19,08:00:27:d3:7e:50,33:33:00:00:00:fb,2001:4278:19:e9cd::10,ff02::fb,UDP,5353,5353,107,0,
2026-05-25 23:31:44,OVS-1_Core,257354300580419,2,08:00:27:08:91:79,33:33:00:00:00:fb,2001:4278:19:e9cd::253,ff02::fb,UDP,5353,5353,107,0,
2026-05-25 23:31:44,OVS-3_Switch,174256918948943,4,08:00:27:08:91:79,33:33:00:00:00:fb,2001:4278:19:e9cd::253,ff02::fb,UDP,5353,5353,107,0,
2026-05-25 23:31:44,OVS-2_Switch,218158957599049,19,08:00:27:08:91:79,33:33:00:00:00:fb,2001:4278:19:e9cd::253,ff02::fb,UDP,5353,5353,107,0,
2026-05-29 16:06:45,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,::,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:06:45,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,::,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:06:47,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,fe80::a00:27ff:fe99:310b,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:06:47,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,fe80::a00:27ff:fe99:310b,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:06:47,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,fe80::a00:27ff:fe99:310b,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:06:47,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,fe80::a00:27ff:fe99:310b,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:06:51,OVS-1_Core,257354300580419,3,c6:6a:17:2c:19:49,33:33:00:00:00:16,fe80::c46a:17ff:fe2c:1949,ff02::16,ICMPv6_143,143,0,0,110,0
2026-05-29 16:06:52,OVS-1_Core,257354300580419,3,c6:6a:17:2c:19:49,33:33:00:00:00:16,fe80::c46a:17ff:fe2c:1949,ff02::16,ICMPv6_143,143,0,0,110,0
2026-05-29 16:07:04,OVS-1_Core,257354300580419,4,9e:7c:59:c0:ec:4f,33:33:00:00:00:16,fe80::9c7c:59ff:fec0:ec4f,ff02::16,ICMPv6_143,143,0,0,110,0
2026-05-29 16:07:04,OVS-2_Switch,218158957599049,19,9e:7c:59:c0:ec:4f,33:33:00:00:00:16,fe80::9c7c:59ff:fec0:ec4f,ff02::16,ICMPv6_143,143,0,0,110,0
2026-05-29 16:07:05,OVS-1_Core,257354300580419,4,9e:7c:59:c0:ec:4f,33:33:00:00:00:16,fe80::9c7c:59ff:fec0:ec4f,ff02::16,ICMPv6_143,143,0,0,110,0
2026-05-29 16:07:05,OVS-2_Switch,218158957599049,19,9e:7c:59:c0:ec:4f,33:33:00:00:00:16,fe80::9c7c:59ff:fec0:ec4f,ff02::16,ICMPv6_143,143,0,0,110,0
2026-05-29 16:07:30,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,::,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:30,OVS-3_Switch,174256918948943,4,08:00:27:99:31:0b,33:33:00:00:00:16,::,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:30,OVS-2_Switch,218158957599049,19,08:00:27:99:31:0b,33:33:00:00:00:16,::,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:30,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,::,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:30,OVS-3_Switch,174256918948943,4,08:00:27:99:31:0b,33:33:00:00:00:16,::,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:30,OVS-2_Switch,218158957599049,19,08:00:27:99:31:0b,33:33:00:00:00:16,::,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:31,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,fe80::a00:27ff:fe99:310b,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:31,OVS-1_Core,257354300580419,2,08:00:27:99:31:0b,33:33:00:00:00:16,fe80::a00:27ff:fe99:310b,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:31,OVS-3_Switch,174256918948943,4,08:00:27:99:31:0b,33:33:00:00:00:16,fe80::a00:27ff:fe99:310b,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:31,OVS-2_Switch,218158957599049,19,08:00:27:99:31:0b,33:33:00:00:00:16,fe80::a00:27ff:fe99:310b,ff02::16,ICMPv6_143,143,0,0,90,0
2026-05-29 16:07:31,OVS-1_Core,257354300580419,2,08:00:27:08:91:79,33:33:00:00:00:fb,2001:4278:19:e9cd::253,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:07:31,OVS-2_Switch,218158957599049,19,08:00:27:99:31:0b,33:33:00:00:00:16,fe80::a00:27ff:fe99:310b,ff02::16,ICMPv6_143,143,0,0,90,0
